ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
3239;TEZANOS PINTOS;ENTRE RIOS;198;LOCALIDAD CONECTADA;-31,86907778;-60,494575
3316;URDINARRAIN;ENTRE RIOS;8580;LOCALIDAD CONECTADA;-32,67883333;-58,89186111
3347;VIALE;ENTRE RIOS;9383;LOCALIDAD CONECTADA;-31,87345;-60,00747222
3352;VICTORIA;ENTRE RIOS;30623;LOCALIDAD CONECTADA;-32,630175;-60,14625556
3402;VILLA CLARA;ENTRE RIOS;2726;LOCALIDAD CONECTADA;-31,83051667;-58,82408333
3433;VILLA DOMINGUEZ;ENTRE RIOS;1791;LOCALIDAD CONECTADA;-31,986225;-58,965131
3452;VILLA FONTANA;ENTRE RIOS;160;LOCALIDAD CONECTADA;-31,90468056;-60,47508333
3456;VILLA GDOR. LUIS F. ETCHEVEHERE;ENTRE RIOS;215;LOCALIDAD CONECTADA;-31,9329722;-60,4276944
3496;VILLA LIBERTADOR SAN MARTIN;ENTRE RIOS;6312;LOCALIDAD CONECTADA;-32,06666667;-60,45166667
3507;VILLA MANTERO;ENTRE RIOS;1427;LOCALIDAD CONECTADA;-32,39466667;-58,74672222
3563;VILLA SAN JUSTO;ENTRE RIOS;1337;LOCALIDAD CONECTADA;-32,44892778;-58,43461667
3565;VILLA SAN MARCIAL;ENTRE RIOS;639;LOCALIDAD CONECTADA;-32,17997222;-58,92969444
3594;VILLAGUAY;ENTRE RIOS;32881;LOCALIDAD CONECTADA;-31,86368889;-59,03486111
506;BARTOLOME DE LAS CASAS;FORMOSA;1134;LOCALIDAD CONECTADA;-25,40875889;-59,57087908
639;CAÑADA XII;FORMOSA;0;LOCALIDAD CONECTADA;-25,88162778;-58,08538611
827;CLORINDA;FORMOSA;52837;LOCALIDAD CONECTADA;-25,28840833;-57,72604444
1374;FORMOSA;FORMOSA;222226;LOCALIDAD CONECTADA;-26,20588889;-58,20706389
1516;GRAN GUARDIA;FORMOSA;916;LOCALIDAD CONECTADA;-25,86412778;-58,88882778
1600;IBARRETA;FORMOSA;9429;LOCALIDAD CONECTADA;-25,21574167;-59,85787222
1612;ING. GUILLERMO N. JUAREZ;FORMOSA;13438;LOCALIDAD CONECTADA;-23,89759722;-61,85263333
1898;LAGUNA YEMA;FORMOSA;3617;LOCALIDAD CONECTADA;-24,25404167;-61,24861389
1967;LAS LOMITAS;FORMOSA;12399;LOCALIDAD CONECTADA;-24,713175;-60,59307222
2561;PIRANE;FORMOSA;20335;LOCALIDAD CONECTADA;-25,73036389;-59,10506944
2768;RIACHO NEGRO;FORMOSA;720;LOCALIDAD CONECTADA;-25,424575;-57,79273333
105;ABRA PAMPA;JUJUY;8705;LOCALIDAD CONECTADA;-22,724283;-65,688892
280;ARRAYANAL;JUJUY;855;LOCALIDAD CONECTADA;-24,17766667;-64,84009444
358;BANANAL;JUJUY;689;LOCALIDAD CONECTADA;-23,56561111;-64,50236111
369;BARCENA;JUJUY;139;LOCALIDAD CONECTADA;-23,982475;-65,452911
448;BARRIO LA UNION;JUJUY;700;LOCALIDAD CONECTADA;-24,40512778;-65,06995
504;BARRIOS;JUJUY;187;LOCALIDAD CONECTADA;-22,24627796;-65,52787171
586;CAIMANCITO;JUJUY;5336;LOCALIDAD CONECTADA;-23,740333;-64,602333
594;CALILEGUA;JUJUY;5997;LOCALIDAD CONECTADA;-23,77252778;-64,776
624;CANGREJILLOS;JUJUY;181;LOCALIDAD CONECTADA;-22,42572222;-65,58213889
704;CASIRA;JUJUY;176;LOCALIDAD CONECTADA;-21,97830556;-65,89527222
756;CHALICAN;JUJUY;1062;LOCALIDAD CONECTADA;-24,06906667;-64,80698889
815;CIENAGA DE PAICONE;JUJUY;0;LOCALIDAD CONECTADA;-22,17846474;-66,41340328
816;CIENEGUILLAS;JUJUY;286;LOCALIDAD CONECTADA;-22,1008;-65,86648333
919;COLONIA SAN JOSE;JUJUY;274;LOCALIDAD CONECTADA;-23,3936667;-65,345508
976;CORANZULI;JUJUY;333;LOCALIDAD CONECTADA;-23,01628234;-66,36539812
1028;COYAGUAIMA;JUJUY;83;LOCALIDAD CONECTADA;-22,77222222;-66,44111111
1054;CUSI CUSI;JUJUY;243;LOCALIDAD CONECTADA;-22,34100899;-66,49245265
1095;DON EMILIO;JUJUY;446;LOCALIDAD CONECTADA;-24,31513889;-64,90741111
1111;EL ACHERAL;JUJUY;246;LOCALIDAD CONECTADA;-24,403414;-64,798362
1217;EL PUESTO;JUJUY;1166;LOCALIDAD CONECTADA;-24,19847519;-64,78960429
1248;EL TALAR;JUJUY;2901;LOCALIDAD CONECTADA;-23,557972;-64,361167
1390;FRAILE PINTADO;JUJUY;13300;LOCALIDAD CONECTADA;-23,94307222;-64,80038889
1543;GUERRERO;JUJUY;518;LOCALIDAD CONECTADA;-24,18575;-65,449944
1573;HIPOLITO YRIGOYEN;JUJUY;456;LOCALIDAD CONECTADA;-22,97903611;-65,35296944
1579;HUACALERA;JUJUY;712;LOCALIDAD CONECTADA;-23,43377778;-65,35138889
1582;HUANCAR;JUJUY;133;LOCALIDAD CONECTADA;-23,563375;-66,41061111
1594;HUMAHUACA;JUJUY;10256;LOCALIDAD CONECTADA;-23,20077222;-65,35190833
1696;JUELLA;JUJUY;200;LOCALIDAD CONECTADA;-23,513889;-65,411222
1771;LA ESPERANZA;JUJUY;2164;LOCALIDAD CONECTADA;-24,227458;-64,841081
1789;LA INTERMEDIA;JUJUY;178;LOCALIDAD CONECTADA;-22,42394444;-65,70186111
1809;LA MENDIETA;JUJUY;3635;LOCALIDAD CONECTADA;-24,31330786;-64,96585425
1843;LA QUIACA;JUJUY;16874;LOCALIDAD CONECTADA;-22,10578611;-65,59119167
2019;LEON;JUJUY;630;LOCALIDAD CONECTADA;-24,03205;-65,432983
2025;LIBERTADOR GENERAL SAN MARTIN;JUJUY;46642;LOCALIDAD CONECTADA;-23,81651944;-64,79873889
2031;LIVIARA;JUJUY;46;LOCALIDAD CONECTADA;-22,51994011;-66,33756891
2144;LOZANO;JUJUY;1388;LOCALIDAD CONECTADA;-24,09147206;-65,4043023
2175;MAIMARA;JUJUY;3353;LOCALIDAD CONECTADA;-23,635;-65,413889
2282;MIRAFLORES;JUJUY;183;LOCALIDAD CONECTADA;-24,22513889;-64,82227778
2288;MISARRUMI;JUJUY;36;LOCALIDAD CONECTADA;-22,25944444;-66,36722222
2383;NUEVO PIRQUITAS;JUJUY;672;LOCALIDAD CONECTADA;-22,68759167;-66,45585278
2415;ORATORIO;JUJUY;96;LOCALIDAD CONECTADA;-22,09944444;-66,13144444
2421;OROSMAYO;JUJUY;82;LOCALIDAD CONECTADA;-22,55599471;-66,35617537
2429;PAICONE;JUJUY;64;LOCALIDAD CONECTADA;-22,21833333;-66,42425
2443;PALOS BLANCOS;JUJUY;81;LOCALIDAD CONECTADA;-24,32739444;-64,94674722
2444;PALPALA;JUJUY;50183;LOCALIDAD CONECTADA;-24,25867778;-65,21231667
2476;PARAPETI;JUJUY;874;LOCALIDAD CONECTADA;-24,237603;-64,846572
2498;PASTOS CHICOS;JUJUY;104;LOCALIDAD CONECTADA;-23,76453333;-66,43937222
2522;PERICO;JUJUY;44750;LOCALIDAD CONECTADA;-24,37549722;-65,11528333
2654;PUENTE LAVAYEN;JUJUY;213;LOCALIDAD CONECTADA;-24,273311;-64,706158
2691;PUESTO SEY;JUJUY;94;LOCALIDAD CONECTADA;-23,94695556;-66,48796111
2694;PUMAHUASI;JUJUY;233;LOCALIDAD CONECTADA;-22,28788889;-65,68019444
2705;PURMAMARCA;JUJUY;891;LOCALIDAD CONECTADA;-23,74052778;-65,50566667
4043;PURMAMARCA;JUJUY;0;LOCALIDAD CONECTADA;-23,748047;-65,470031
2812;RODEITO;JUJUY;1879;LOCALIDAD CONECTADA;-24,27088333;-64,76883611
2828;ROSARIO DE RIO GRANDE;JUJUY;621;LOCALIDAD CONECTADA;-24,30761111;-64,93117778
2882;SAN ANTONIO;JUJUY;325;LOCALIDAD CONECTADA;-24,2181;-64,8061
2976;SAN JUAN DE OROS;JUJUY;27;LOCALIDAD CONECTADA;-22,22538333;-66,24793333
2983;SAN LUCAS;JUJUY;326;LOCALIDAD CONECTADA;-24,26747222;-64,86437222
4041;SAN PEDRO;JUJUY;0;LOCALIDAD CONECTADA;-24,260833;-64,9
3022;SAN PEDRO DE JUJUY;JUJUY;62088;LOCALIDAD CONECTADA;-24,23869444;-64,86322222
3033;SAN SALVADOR DE JUJUY;JUJUY;257970;LOCALIDAD CONECTADA;-24,17875833;-65,32754167
3053;SANTA CATALINA;JUJUY;305;LOCALIDAD CONECTADA;-21,94499444;-66,05135278
3140;SAUZAL;JUJUY;416;LOCALIDAD CONECTADA;-24,297675;-64,95749167
3195;SUSQUES;JUJUY;1611;LOCALIDAD CONECTADA;-23,39781667;-66,36625278
3243;TILCARA;JUJUY;4691;LOCALIDAD CONECTADA;-23,57438056;-65,39497778
3286;TRES CRUCES;JUJUY;376;LOCALIDAD CONECTADA;-22,91941667;-65,58652778
3301;TUMBAYA;JUJUY;428;LOCALIDAD CONECTADA;-23,85431111;-65,46634167
3314;UQUIA;JUJUY;508;LOCALIDAD CONECTADA;-23,30180652;-65,35756183
3601;VIÑALITO;JUJUY;795;LOCALIDAD CONECTADA;-23,66794444;-64,41530556
3607;VOLCAN;JUJUY;1121;LOCALIDAD CONECTADA;-23,91780556;-65,46397222
3621;YALA;JUJUY;1953;LOCALIDAD CONECTADA;-24,118611;-65,401667
3628;YAVI;JUJUY;378;LOCALIDAD CONECTADA;-22,13191667;-65,45983333
3629;YAVI CHICO;JUJUY;33;LOCALIDAD CONECTADA;-22,09991667;-65,45866667
3634;YUTO;JUJUY;6301;LOCALIDAD CONECTADA;-23,64161111;-64,47055
86;25 DE MAYO;LA PAMPA;7878;LOCALIDAD CONECTADA;-37,77376111;-67,72372222
170;ALGARROBO DEL AGUILA;LA PAMPA;329;LOCALIDAD CONECTADA;-36,39905;-67,14587778
233;ANGUIL;LA PAMPA;1705;LOCALIDAD CONECTADA;-36,526306;-64,0125
316;ATALIVA ROCA;LA PAMPA;707;LOCALIDAD CONECTADA;-37,03036667;-64,29124722
600;CAMPAMENTO VIALIDAD NACIONAL;LA PAMPA;2429;LOCALIDAD CONECTADA;-38,38843889;-64,07326667
714;CATRILO;LA PAMPA;3955;LOCALIDAD CONECTADA;-36,407925;-63,41604444
926;COLONIA SANTA MARIA;LA PAMPA;289;LOCALIDAD CONECTADA;-37,49518611;-64,22837778
1711;LA ADELA;LA PAMPA;1904;LOCALIDAD CONECTADA;-38,97763056;-64,10068611
1782;LA GLORIA;LA PAMPA;46;LOCALIDAD CONECTADA;-36,50798056;-63,74058056
2049;LONQUIMAY;LA PAMPA;1680;LOCALIDAD CONECTADA;-36,46733611;-63,6236
2142;LOVENTUE;LA PAMPA;111;LOCALIDAD CONECTADA;-36,18857778;-65,29173611
2145;LUAN TORO;LA PAMPA;689;LOCALIDAD CONECTADA;-36,20550833;-65,09892222
2524;PERU;LA PAMPA;39;LOCALIDAD CONECTADA;-37,66251111;-64,13435
2650;PUELEN;LA PAMPA;357;LOCALIDAD CONECTADA;-37,34538333;-67,62198333
3071;SANTA ISABEL;LA PAMPA;2526;LOCALIDAD CONECTADA;-36,232875;-66,93588889
3089;SANTA ROSA;LA PAMPA;102860;LOCALIDAD CONECTADA;-36,62735556;-64,271325
3230;TELEN;LA PAMPA;1240;LOCALIDAD CONECTADA;-36,26516389;-65,51265556
3311;UNANUE;LA PAMPA;69;LOCALIDAD CONECTADA;-37,54558889;-64,34939722
3318;URIBURU;LA PAMPA;964;LOCALIDAD CONECTADA;-36,50879722;-63,85863611
3353;VICTORICA;LA PAMPA;5703;LOCALIDAD CONECTADA;-36,21543611;-65,43306111
3616;WINIFREDA;LA PAMPA;2222;LOCALIDAD CONECTADA;-36,23148611;-64,23697778
136;AIMOGASTA;LA RIOJA;12249;LOCALIDAD CONECTADA;-28,56672778;-66,798025
183;ALPASINCHE;LA RIOJA;4114;LOCALIDAD CONECTADA;-28,31984167;-67,0532
235;ANGULOS;LA RIOJA;127;LOCALIDAD CONECTADA;-28,655415;-67,650033
340;BAJO CARRIZAL;LA RIOJA;150;LOCALIDAD CONECTADA;-28,888795;-67,563648
602;CAMPANAS;LA RIOJA;892;LOCALIDAD CONECTADA;-28,556084;-67,617573
757;CHAMICAL;LA RIOJA;12919;LOCALIDAD CONECTADA;-30,36708333;-66,31252778
759;CHAÑAR;LA RIOJA;903;LOCALIDAD CONECTADA;-30,538797;-65,956731
764;CHAÑARMUYO;LA RIOJA;268;LOCALIDAD CONECTADA;-28,606522;-67,585758
780;CHEPES;LA RIOJA;11039;LOCALIDAD CONECTADA;-31,34456667;-66,57688611
785;CHILECITO;LA RIOJA;33724;LOCALIDAD CONECTADA;-29,16338787;-67,49784005
1532;GUANDACOL;LA RIOJA;2525;LOCALIDAD CONECTADA;-29,52594722;-68,55403333
3650;LA RIOJA EDT;LA RIOJA;199979;LOCALIDAD CONECTADA;-29,42622778;-66,87326389
1864;LA TORRE - EL CHIFLON;LA RIOJA;32;LOCALIDAD CONECTADA;-30,20471667;-67,60233056
2274;MILAGRO;LA RIOJA;3494;LOCALIDAD CONECTADA;-31,00827778;-65,99105833
2367;NONOGASTA;LA RIOJA;7527;LOCALIDAD CONECTADA;-29,301745;-67,506733
2500;PATQUIA;LA RIOJA;1808;LOCALIDAD CONECTADA;-30,04453611;-66,87872222
2565;PITUIL;LA RIOJA;849;LOCALIDAD CONECTADA;-28,57608322;-67,44584245
2582;POLCO;LA RIOJA;80;LOCALIDAD CONECTADA;-30,419179;-66,346274
2698;PUNTA DE LOS LLANOS;LA RIOJA;532;LOCALIDAD CONECTADA;-30,15361111;-66,54430556
3008;SAN NICOLAS;LA RIOJA;153;LOCALIDAD CONECTADA;-29,117936;-67,473299
3069;SANTA FLORENTINA;LA RIOJA;129;LOCALIDAD CONECTADA;-29,130618;-67,555754
3351;VICHIGASTA;LA RIOJA;3016;LOCALIDAD CONECTADA;-29,485909;-67,506996
3585;VILLA UNION;LA RIOJA;4931;LOCALIDAD CONECTADA;-29,4125;-62,79086667
89;25 DE MAYO;MENDOZA;1450;LOCALIDAD CONECTADA;-34,58383333;-68,53869444
371;BARDAS BLANCAS;MENDOZA;66;LOCALIDAD CONECTADA;-35,86848611;-69,80525833
381;BARRIO ALTO DEL OLVIDO;MENDOZA;266;LOCALIDAD CONECTADA;-32,668533;-68,583604
435;BARRIO JOCOLI II;MENDOZA;163;LOCALIDAD CONECTADA;-32,650868;-68,660069
444;BARRIO LA PALMERA;MENDOZA;136;LOCALIDAD CONECTADA;-32,72149722;-68,56055278
445;BARRIO LA PEGA;MENDOZA;392;LOCALIDAD CONECTADA;-32,80666667;-68,66527778
503;BARRIO VIRGEN DEL ROSARIO;MENDOZA;211;LOCALIDAD CONECTADA;-32,70246667;-68,313
559;BOWEN;MENDOZA;4939;LOCALIDAD CONECTADA;-34,99286111;-67,51236111
679;CARMENSA;MENDOZA;941;LOCALIDAD CONECTADA;-35,14803889;-67,65320556
786;CHILECITO;MENDOZA;1033;LOCALIDAD CONECTADA;-33,88847222;-69,06914167
1018;COSTA DE ARAUJO;MENDOZA;2816;LOCALIDAD CONECTADA;-32,75335556;-68,40745
1183;EL MANZANO;MENDOZA;1033;LOCALIDAD CONECTADA;-36,10659722;-69,75844167
1195;EL NIHUIL;MENDOZA;1030;LOCALIDAD CONECTADA;-35,03251205;-68,67622192
1245;EL SOSNEADO;MENDOZA;65;LOCALIDAD CONECTADA;-35,07950833;-69,56686111
1259;EL VERGEL;MENDOZA;362;LOCALIDAD CONECTADA;-32,78555556;-68,61277778
1339;EUGENIO BUSTOS;MENDOZA;5591;LOCALIDAD CONECTADA;-33,77418056;-69,060025
1428;GENERAL ALVEAR;MENDOZA;29909;LOCALIDAD CONECTADA;-34,98127778;-67,67274167
1618;INGENIERO GUSTAVO ANDRE;MENDOZA;288;LOCALIDAD CONECTADA;-32,67673611;-68,31643611
1656;JAIME PRATS;MENDOZA;419;LOCALIDAD CONECTADA;-34,91158611;-67,81687222
1665;JOCOLI;MENDOZA;804;LOCALIDAD CONECTADA;-32,581314;-68,665292
1799;LA LLAVE NUEVA;MENDOZA;499;LOCALIDAD CONECTADA;-34,63834912;-68,00339614
1932;LAS CATITAS;MENDOZA;3621;LOCALIDAD CONECTADA;-33,30418333;-68,04661389
1968;LAS MALVINAS;MENDOZA;232;LOCALIDAD CONECTADA;-34,83206389;-68,25136111
2007;LAS VIOLETAS;MENDOZA;87;LOCALIDAD CONECTADA;-32,82000278;-68,60543889
2183;MALARGÜE;MENDOZA;21619;LOCALIDAD CONECTADA;-35,46592778;-69,58894722
2261;MENDOZA;MENDOZA;114893;LOCALIDAD CONECTADA;-32,88315278;-68,828325
2307;MONTE COMAN;MENDOZA;3529;LOCALIDAD CONECTADA;-34,59046944;-67,87996111
2470;PARAJE COCHICO;MENDOZA;0;LOCALIDAD CONECTADA;-35,71336111;-67,33101944
2490;PASO DE LAS CARRETAS;MENDOZA;0;LOCALIDAD CONECTADA;-34,13103889;-68,83275278
4054;PASO DE LAS CARRETAS CIUDAD;MENDOZA;0;LOCALIDAD CONECTADA;-34,024322;-68,996547
2729;RAMA CAIDA;MENDOZA;850;LOCALIDAD CONECTADA;-34,70205833;-68,36854444
2746;RANQUIL NORTE;MENDOZA;752;LOCALIDAD CONECTADA;-36,65908056;-69,83281389
2753;REAL DEL PADRE;MENDOZA;3635;LOCALIDAD CONECTADA;-34,84021667;-67,76325833
2815;RODEO DEL MEDIO;MENDOZA;12327;LOCALIDAD CONECTADA;-32,98800568;-68,70106526
2865;SALTO DE LAS ROSAS;MENDOZA;1343;LOCALIDAD CONECTADA;-34,722975;-68,22296667
2899;SAN CARLOS;MENDOZA;3886;LOCALIDAD CONECTADA;-33,7712;-69,04103889
3025;SAN RAFAEL;MENDOZA;118009;LOCALIDAD CONECTADA;-34,63154722;-68,34384722
3090;SANTA ROSA;MENDOZA;7668;LOCALIDAD CONECTADA;-33,24877778;-68,11734167
3302;TUNUYAN;MENDOZA;28859;LOCALIDAD CONECTADA;-33,61479;-69,020645
3309;UGARTECHE;MENDOZA;4561;LOCALIDAD CONECTADA;-33,21094516;-68,8972088
3377;VILLA ATUEL;MENDOZA;3311;LOCALIDAD CONECTADA;-34,83365833;-67,92318056
3582;VILLA TULUMAYA;MENDOZA;7870;LOCALIDAD CONECTADA;-32,71966389;-68,58938056
81;1?? DE MAYO;MISIONES;423;LOCALIDAD CONECTADA;-27,16917;-55,027087
3759;2 DE MAYO _NUCLEO 1;MISIONES;6829;LOCALIDAD CONECTADA;-27,021666;-54,687641
3760;2 DE MAYO _NUCLEO 2;MISIONES;1122;LOCALIDAD CONECTADA;-27,02955696;-54,6641209
3761;2 DE MAYO _NUCLEO 3;MISIONES;776;LOCALIDAD CONECTADA;-27,01233333;-54,60730556
274;ARISTOBULO DEL VALLE;MISIONES;12375;LOCALIDAD CONECTADA;-27,10326667;-54,89213333
537;BERNARDO DE IRIGOYEN;MISIONES;6492;LOCALIDAD CONECTADA;-26,25511944;-53,64576944
571;CAA - YARI;MISIONES;122;LOCALIDAD CONECTADA;-27,485512;-55,299521
608;CAMPO GRANDE;MISIONES;6547;LOCALIDAD CONECTADA;-27,214249;-54,975396
613;CAMPO RAMON;MISIONES;1235;LOCALIDAD CONECTADA;-27,457705;-55,022584
615;CAMPO VIERA;MISIONES;7099;LOCALIDAD CONECTADA;-27,33061158;-55,05184845
4044;CANAL 5 PUERTO IGUAZU;MISIONES;0;LOCALIDAD CONECTADA;-25,609138;-54,573938
739;CERRO AZUL;MISIONES;3049;LOCALIDAD CONECTADA;-27,63339167;-55,49644722
942;COLONIA WANDA;MISIONES;13901;LOCALIDAD CONECTADA;-25,97164722;-54,56123611
947;COMANDANTE ANDRESITO;MISIONES;11482;LOCALIDAD CONECTADA;-25,67647222;-54,04119444
1032;CRUCE CABALLERO;MISIONES;408;LOCALIDAD CONECTADA;-26,54238889;-53,94166667
1492;GOBERNADOR LOPEZ;MISIONES;1010;LOCALIDAD CONECTADA;-27,665374;-55,212966
2014;LEANDRO N. ALEM;MISIONES;23339;LOCALIDAD CONECTADA;-27,60495;-55,32146667
2091;LOS HELECHOS;MISIONES;344;LOCALIDAD CONECTADA;-27,556114;-55,076642
2389;OBERA;MISIONES;63960;LOCALIDAD CONECTADA;-27,50046944;-55,10926667
2404;OLEGARIO V. ANDRADE;MISIONES;441;LOCALIDAD CONECTADA;-27,5701873;-55,50246352
2466;PARAISO;MISIONES;975;LOCALIDAD CONECTADA;-26,68960267;-54,20445177
2555;PIÑALITO SUR;MISIONES;107;LOCALIDAD CONECTADA;-26,42727778;-53,84386111
2594;POSADAS;MISIONES;275028;LOCALIDAD CONECTADA;-27,43091389;-55,890025
2668;PUERTO IGUAZU;MISIONES;41062;LOCALIDAD CONECTADA;-25,61106389;-54,56454444
2866;SALTO ENCANTADO;MISIONES;3543;LOCALIDAD CONECTADA;-27,08553889;-54,83634444
2879;SAN ANTONIO;MISIONES;3665;LOCALIDAD CONECTADA;-26,055283;-53,736302
2959;SAN JOSE;MISIONES;5338;LOCALIDAD CONECTADA;-27,7686277;-55,7797916
3014;SAN PEDRO;MISIONES;10397;LOCALIDAD CONECTADA;-26,62591667;-54,11433333
3038;SAN VICENTE;MISIONES;21068;LOCALIDAD CONECTADA;-26,99398333;-54,4873
3255;TOBUNA;MISIONES;350;LOCALIDAD CONECTADA;-26,471073;-53,890948
284;ARROYITO;NEUQUEN;90;LOCALIDAD CONECTADA;-39,07191944;-68,56725278
338;BAJADA DEL AGRIO;NEUQUEN;792;LOCALIDAD CONECTADA;-38,40473333;-70,02648611
375;BARRANCAS;NEUQUEN;938;LOCALIDAD CONECTADA;-36,82359167;-69,91165278
570;BUTA RANQUIL;NEUQUEN;2443;LOCALIDAD CONECTADA;-37,05138611;-69,87720278
729;CENTENARIO;NEUQUEN;32928;LOCALIDAD CONECTADA;-38,83250833;-68,12815833
797;CHORRIACA;NEUQUEN;403;LOCALIDAD CONECTADA;-37,93418889;-70,071025
798;CHOS MALAL;NEUQUEN;13092;LOCALIDAD CONECTADA;-37,36697628;-70,26355993
1144;EL CHOCON;NEUQUEN;426;LOCALIDAD CONECTADA;-39,26081389;-68,82387222
1701;JUNIN DE LOS ANDES;NEUQUEN;12621;LOCALIDAD CONECTADA;-39,94407778;-71,08159722
1728;LA BUITRERA;NEUQUEN;432;LOCALIDAD CONECTADA;-38,55124167;-70,37182222
1963;LAS LAJAS;NEUQUEN;4464;LOCALIDAD CONECTADA;-38,51986389;-70,36410278
2076;LOS CATUTOS;NEUQUEN;229;LOCALIDAD CONECTADA;-38,83679051;-70,19519292
2228;MARIANO MORENO;NEUQUEN;2205;LOCALIDAD CONECTADA;-38,759059;-70,036807
2359;NEUQUEN;NEUQUEN;231198;LOCALIDAD CONECTADA;-38,94485833;-68,07859444
2534;PICUN LEUFU;NEUQUEN;3144;LOCALIDAD CONECTADA;-39,51803056;-69,29345833
2536;PIEDRA DEL AGUILA;NEUQUEN;3669;LOCALIDAD CONECTADA;-40,047225;-70,07202778
2572;PLAZA HUINCUL;NEUQUEN;13172;LOCALIDAD CONECTADA;-38,932112;-69,192562
2997;SAN MARTIN DE LOS ANDES;NEUQUEN;29354;LOCALIDAD CONECTADA;-40,15097222;-71,322375
3115;SANTO TOMAS;NEUQUEN;219;LOCALIDAD CONECTADA;-39,823189;-70,101491
3148;SENILLOSA;NEUQUEN;7542;LOCALIDAD CONECTADA;-39,01334722;-68,42318889
3221;TAQUIMILAN;NEUQUEN;558;LOCALIDAD CONECTADA;-37,51212778;-70,24132778
3437;VILLA EL CHOCON;NEUQUEN;707;LOCALIDAD CONECTADA;-39,25937354;-68,79072561
3480;VILLA LA ANGOSTURA;NEUQUEN;11063;LOCALIDAD CONECTADA;-40,76248889;-71,63949444
3603;VISTA ALEGRE NORTE;NEUQUEN;895;LOCALIDAD CONECTADA;-38,73098056;-68,17393056
3604;VISTA ALEGRE SUR;NEUQUEN;1513;LOCALIDAD CONECTADA;-38,771625;-68,13476944
3636;ZAPALA;NEUQUEN;32097;LOCALIDAD CONECTADA;-38,89735;-70,066825
122;AGUADA CECILIO;RIO NEGRO;155;LOCALIDAD CONECTADA;-40,84866944;-65,84260556
123;AGUADA DE GUERRA;RIO NEGRO;126;LOCALIDAD CONECTADA;-41,06897222;-68,38026667
370;BARDA DEL MEDIO;RIO NEGRO;1651;LOCALIDAD CONECTADA;-38,72412222;-68,16301389
397;BARRIO COLONIA CONESA;RIO NEGRO;129;LOCALIDAD CONECTADA;-40,151051;-64,353325
418;BARRIO EL PILAR;RIO NEGRO;521;LOCALIDAD CONECTADA;-41,17068333;-71,33728333
713;CATRIEL;RIO NEGRO;17584;LOCALIDAD CONECTADA;-37,88302222;-67,80406389
4049;CENTRO NACIONAL DE ENERGIA ATOMICA;RIO NEGRO;0;LOCALIDAD CONECTADA;-41,118333;-71,414444
824;CLEMENTE ONELLI;RIO NEGRO;114;LOCALIDAD CONECTADA;-41,24585603;-70,03183341
891;COLONIA JULIA Y ECHARREN;RIO NEGRO;936;LOCALIDAD CONECTADA;-39,03535278;-64,02580278
946;COMALLO;RIO NEGRO;1497;LOCALIDAD CONECTADA;-41,03466389;-70,26398056
1085;DINA HUAPI;RIO NEGRO;3469;LOCALIDAD CONECTADA;-41,074825;-71,168925
1125;EL BOLSON;RIO NEGRO;17126;LOCALIDAD CONECTADA;-41,97290556;-71,52751667
1171;EL FOYEL;RIO NEGRO;155;LOCALIDAD CONECTADA;-41,65309167;-71,45965278
1179;EL JUNCAL;RIO NEGRO;83;LOCALIDAD CONECTADA;-40,80725;-63,12633333
1436;GENERAL CONESA;RIO NEGRO;5484;LOCALIDAD CONECTADA;-40,10766667;-64,45175
1619;INGENIERO JACOBACCI;RIO NEGRO;6261;LOCALIDAD CONECTADA;-41,33452778;-69,53122222
4051;INVAP;RIO NEGRO;0;LOCALIDAD CONECTADA;-41,1249;-71,241664
1951;LAS GRUTAS;RIO NEGRO;4807;LOCALIDAD CONECTADA;-40,80043611;-65,08338333
2098;LOS MENUCOS;RIO NEGRO;5187;LOCALIDAD CONECTADA;-40,84488056;-68,09294167
2200;MAQUINCHAO;RIO NEGRO;2494;LOCALIDAD CONECTADA;-41,25723889;-68,70060278
2280;MINISTRO RAMOS MEXIA;RIO NEGRO;973;LOCALIDAD CONECTADA;-40,5077;-67,26141111
2345;NAHUEL NIYEU;RIO NEGRO;32;LOCALIDAD CONECTADA;-40,50434;-66,56407
2546;PILCANIYEU;RIO NEGRO;757;LOCALIDAD CONECTADA;-41,12064444;-70,71484722
2784;RIO COLORADO;RIO NEGRO;11733;LOCALIDAD CONECTADA;-38,983275;-64,10394722
2801;RIO VILLEGAS;RIO NEGRO;75;LOCALIDAD CONECTADA;-41,57824722;-71,50090833
2891;SAN ANTONIO OESTE;RIO NEGRO;16265;LOCALIDAD CONECTADA;-40,72936667;-64,95979444
2901;SAN CARLOS DE BARILOCHE;RIO NEGRO;109305;LOCALIDAD CONECTADA;-41,13321389;-71,2771
2948;SAN JAVIER;RIO NEGRO;530;LOCALIDAD CONECTADA;-40,75176944;-63,26638611
3127;SARGENTO VIDAL;RIO NEGRO;814;LOCALIDAD CONECTADA;-38,68420833;-68,15688333
3154;SIERRA COLORADA;RIO NEGRO;1542;LOCALIDAD CONECTADA;-40,58708333;-67,75604444
3326;VALCHETA;RIO NEGRO;3867;LOCALIDAD CONECTADA;-40,68385278;-66,16168056
3356;VIEDMA;RIO NEGRO;52789;LOCALIDAD CONECTADA;-40,82182222;-63,02243889
